Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Twentyten,Twentyeleven,Twentytwelve,Twentythirteen,Twentyfourteen,Twentyfifteen,Twentysixteen,Twentyseventeen,Twentyeighteen,Twentynineteen
Togo,374.65,415.76,427.38,443.52,497.64,558.91,588.96,594.09,594.96,630.52,621.81,601.85,629.9,638.24,653.96,654.96,627.47,656.74,712.9,659.07,733.46,686.08,638.06,581.32,591.36,602.7,592.22,576.61,596.74,603.9,587.14,569.65,535.48,445.26,500.6,526.38,556.75,617.33,584.05,580.02,558.65,547.88,554.13,576.54,556.58,517.01,516.78,497.12,503.45,517.1,534.04,553.2,573.92,593.16,612.15,630.94,649.45,661.15,676.85,695.76
Thailand,570.86,583.84,609.45,638.75,662.18,695.16,749.71,790.45,829.77,858.57,929.09,946.88,959.71,1028.94,1046.42,1070.56,1142.06,1225.41,1321.6,1362.93,1404.01,1457.65,1506.69,1561.72,1621.79,1666.75,1727.34,1857.9,2068.52,2284.03,2503.81,2686.07,2874.14,3083.22,3299.38,3531.79,3690.27,3546.4,3236.39,3345.61,3458.35,3544.44,3731.27,3969.73,4190.49,4337.88,4525.96,4745.3,4801.88,4744.76,5076.34,5094.47,5437.88,5558.74,5589.33,5741.35,5916.13,6135.47,6370.01,6502.65
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,1380.56,1383.31,1322.5,1458.99,1324.77,1283.44,1166.53,812.9,668.55,518.2,447.11,366.94,367.63,381.45,389.6,415.46,447.91,488.08,531.93,576.44,603.25,633.34,668.95,707.13,719.21,749.55,787.23,827.11,867.94,904.48,936,976.14,1024.86,1073.02,1121.13
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789.78,3020.57,2817.86,3713.36,3443.98,2845.46,2808.25,2263.55,2054.28,2151.27,1876.37,1983.01,2282.97,2381.17,2458.51,2440.28,2495.29,2593.51,2899.96,3181.07,3489.33,3949.04,4129.54,4439.2,5006.27,5462.92,5909.66,6399.17,6693.93,6987.07,7318.07,7647.94,
Latin America & the Caribbean (IDA & IBRD countries),3709.61,3843.8,3915.21,3902.23,4078.18,4172.48,4226.52,4295.98,4520.2,4678.87,4864.35,5061.34,5296.56,5622.31,5851.41,5931.78,6152.98,6297.88,6388.58,6658.28,6915.74,6771.4,6583.94,6267.81,6358.39,6455.1,6611.93,6700.8,6627.29,6583.87,6491.6,6611.36,6667.88,6809.64,7002.17,6982.71,7108,7354.48,7395.53,7277.63,7440.78,7387.67,7304.4,7320.71,7681.01,7912.83,8232.94,8592.72,8835.17,8565.12,8980.72,9277.75,9435.31,9598.74,9593.59,9497.66,9369.02,9448.7,9513.42,9501.01
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.82,731.64,666.72,635.36,621.63,625.44,587.17,634.76,693.99,749.92,806.41,838.19,873.06,875.91,898.51,908.96,923.49,871.28,847.64,859.53
Middle East & North Africa (IDA & IBRD countries),,,,,,1947.88,2035.69,2170.85,2365.45,2596.79,2769.78,2947.71,3270.7,3412.3,3546.86,3472.8,3902.96,3757,3422.95,3222.18,2756.88,2649.06,2973.32,3016.14,2873.3,2877.79,2711.18,2680.87,2584.88,2582.16,2840.19,2730.58,2790.76,2803.23,2781.82,2792.86,2905.34,2941.28,3082.69,3155.92,3241.6,3258.84,3312.64,3344.36,3550.29,3646.36,3782.7,3944.31,4012.06,4041.41,4178.71,4062.71,4100.98,4096.18,4109.55,4067.17,4311.26,4363.38,,
Tonga,,,,,,,,,,,,,,,,,,,,,,2205.68,2304.53,2348.01,2387.32,2540.97,2589.51,2660.23,2602.72,2605.71,2546.59,2704.92,2707.38,2803.94,2937.21,3038.72,3029.65,3014.83,3083.62,3188.53,3279.46,3379.84,3476.51,3529.61,3495.13,3526.25,3470.07,3297.15,3373.1,3433.39,3553.22,3667.14,3729.5,3647.52,3750.38,3899.13,4016.87,4090.34,4054.94,
South Asia (IDA & IBRD),331.9,338.34,342.16,352.94,371.88,359.91,355.33,369.93,377.35,390.83,403.79,398,383.06,388.4,387.92,407,407.06,423.25,438.26,414.57,431.2,447.75,453.67,473.14,481.33,495.66,507.71,516.98,549.02,566.39,584.08,582.04,602.01,615.3,639.15,669.79,701.58,714,739.66,782.44,799.08,819.76,834.45,880.34,930.94,985.16,1044.16,1103.29,1121.83,1184.31,1257.5,1304.01,1357.61,1421.65,1501.81,1594.06,1696.95,1790.92,1877.57,1945.37
Sub-Saharan Africa (IDA & IBRD countries),1125.11,1114.97,1152.59,1196.41,1230.53,1260.53,1248.61,1210.94,1216.61,1292.16,1384.84,1449.71,1448.96,1470.91,1544.5,1500.7,1536.09,1529.1,1481.53,1498.99,1515.5,1466.38,1409.1,1335.61,1331.21,1316.72,1300.39,1297.9,1318.23,1313.81,1308.15,1277.56,1239.15,1195.64,1177.76,1185.92,1213.87,1224.64,1221.44,1215.88,1225.62,1244.85,1289.87,1309.99,1358.79,1405.1,1452.21,1506.26,1544.38,1549,1588.82,1619.34,1638.25,1674.01,1705.1,1706.92,1682.29,1679.77,1675.35,1669.16
Trinidad and Tobago,4006.72,4480.18,4526.51,4713.2,5012.88,4997.14,5157.56,5228.67,5468.49,5579.51,5726.72,5723.45,5976.77,5989.93,6127.63,6129.36,6431.79,6923.23,7512.98,7673.55,8345.13,8590.58,8773.36,7744.86,7192.01,6806.11,6510.08,6155.06,5866.59,5776.15,5823.66,5965.9,6527.78,6447.95,6646.41,6873.89,7344.69,7882.81,8510.78,9177.47,9785.91,10157.93,10916.23,12430.88,13350.86,14110.04,15899.4,16580.32,17064.53,16234.98,16683.36,16534.27,16636.68,16895.92,16635.54,16840.12,15696.9,15261.87,15161.07,15105.12
Tunisia,,,,,,1112.56,1127.91,1106.03,1194.77,1224.17,1253.39,1355.64,1561.46,1517.4,1603.86,1680.37,1772.14,1791.27,1862.53,1936.72,2027.11,2081.04,2012.61,2047.07,2104.7,2164.63,2079.89,2166.56,2118.72,2107.61,2224.85,2260.88,2384.72,2386.5,2415.13,2429.27,2563,2665.69,2759.52,2895.02,3001.78,3088.51,3104.84,3226.65,3401.52,3490.68,3639.73,3844.93,3965.65,4043.15,4141.98,4022.24,4142.49,4220.39,4302.49,4308.42,4310.57,4343.44,4408.37,4405.01
Turkey,3175.04,3134.78,3230.7,3440.26,3542.54,3556.87,3862.84,3950.92,4119.96,4187.5,4221.15,4350.81,4563.18,4600.75,4744.44,4967.4,5362.49,5421.24,5380.77,5228.53,4986.68,5111.19,5174.05,5310.34,5544.2,5659.39,5936.07,6375.47,6404.02,6308.83,6774.62,6709.09,6932.12,7343.32,6889.81,7315.4,7731.42,8186.5,8244.75,7842.84,8237.6,7631.56,8003.45,8331.57,9009.47,9692.12,10252.36,10640.42,10602.86,9976.15,10672.39,11678.13,12039.3,12842.16,13277.76,13853.1,14062.73,14874.78,15068.98,14998.98
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405.7,2461.32,2506.08,2585.83,2833.86,2678.73,2512.28,2763.59,3188.91,3134.34,3088.05,3108.73,3314.75,3161.42,3073.48,2918.57,2945.65,3101.76,3319.18,3138.57,3022.18,3217.85,3063.87,3169.28,3178.33,3429.23,3493.64,3590.29,3635.92,3943.36
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.28,497.35,515.69,509.19,495.01,484.38,476.53,479.32,488.04,493.15,499.76,511.95,522.08,539.53,562.32,583.31,609.64,637.01,659.8,684.88,703.59,719.72,743.4,777.23,788.44,817.12,846.39,872,904.38,937.3,959.35,985.45
Uganda,,,,,,,,,,,,,,,,,,,,,,,400.54,410.61,396.29,370.64,359.48,360.73,376.86,386.9,397.91,405.99,406.11,425.83,438.97,474.69,502.5,512.94,522.77,548.59,549.13,560.1,590.18,608.71,629.77,648.77,696.42,731.58,770.59,797.34,815.87,864.54,869.6,872.12,886.44,900.39,909.6,910.27,931,956.94
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,4020.58,4105.52,4243.77,3965.43,3624.29,3263.36,2797.57,2166.68,1917.43,1741.07,1704.3,1686.92,1699.5,1817.97,2006.27,2131.73,2353.6,2658.69,2758.52,2983.85,3229.65,3322.01,2844.32,2965.14,3138.47,3153.74,3160.08,3123.9,2828.89,2903.8,2988.5,3106.04,3224.94
Upper middle income,1318.93,1345.17,1381.33,1401.74,1481.9,1546.02,1592.53,1620.47,1700.03,1786.19,1882.98,1970.4,2070.12,2194.14,2285.87,2335.26,2456.87,2507.94,2532.59,2611.69,2664.62,2664.39,2690.16,2663.29,2746.16,2822.08,2892.97,2984.85,3028.45,3047.85,3058.78,3062.54,3040.45,3101.85,3143.02,3212.12,3325.5,3460.24,3472.64,3531.76,3707.62,3789.09,3914.06,4082.11,4366.66,4639.12,4978.17,5376.86,5648.42,5701.91,6089.42,6422.03,6701.77,6981.96,7212.02,7408.84,7642.6,7947.57,8247.61,8509.56
Uruguay,5474.64,5539.04,5384.4,5329.63,5397.71,5395.15,5502.53,5248.85,5300.45,5570.58,5670.63,5639.32,5558.63,5572.64,5729.97,6066.26,6280.15,6336.79,6633.75,6996.42,7355.21,7420.98,6653.24,5931.14,5825.72,5873.33,6350.42,6815.44,6873.27,6904.39,6878.15,7071.39,7577.09,7721.46,8223.12,8045.95,8434.32,9091.47,9441.99,9211.43,9001.75,8640.78,7971.31,8041.24,8449.21,9078.64,9440.51,10038.9,10732.01,11155.85,11992.02,12574.9,12981.14,13541.21,13934.58,13938.79,14124.14,14437.38,14617.46,14597.31
United States,17562.59,17671.15,18462.94,18999.89,19824.59,20831.3,21930.59,22235.42,23071.2,23555.09,23207.22,23670.35,24649.84,25794.13,25421.37,25120.23,26223.38,27161.43,28362.77,28939.64,28589.67,29028.9,28235.09,29260.59,31107.56,32118.76,32925.23,33761.18,34853.49,35793.9,36059.3,35542.14,36287.32,36797.8,37813.76,38369.16,39356.09,40614.41,41942.71,43434.69,44726.97,44728.6,45087.37,45980.51,47287.59,48499.81,49405.77,49856.28,49319.48,47648.81,48467.52,48866.05,49603.25,50171.24,51028.82,52116.74,52555.52,53382.76,54659.2,55670.24
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.03,1208.97,1216.67,1200.47,1169.36,1014.33,968.73,900.51,876.42,874.44,902.73,926.51,955.99,979.01,1006.95,1034.22,1065.53,1131.76,1196.42,1269.98,1370.64,1470.6,1562.41,1634.31,1714.89,1814.47,1921.83,2025.35,2138.57,2229.78,2290.38,2373.54,2458.99
St. Vincent and the Grenadines,1751.86,1804.61,1847.27,1711.77,1755.55,1752.55,1734.56,1553.74,1638.36,1668.19,1828.24,1862.3,2317.47,2036.91,1836.77,1678.42,1832.85,2053.9,2231.95,2285.41,2319.9,2406.1,2493.68,2528.55,2675.72,2821.26,2959.14,2952.77,3348.55,3378.51,3505.2,3535.4,3754.79,3911.4,3861.89,4162.55,4218.43,4369.6,4552.26,4677.53,4753.06,4829.28,5125.02,5507.46,5726.53,5863.5,6314.94,6531.14,6642.27,6509.21,6292.79,6262.88,6342.47,6447.6,6511.55,6580.82,6686.64,6730.9,6852.6,6852.5
"Venezuela, RB",12457.21,12401.87,12992.83,13037.6,13999.21,14095.76,13837.07,13766.11,14303.23,13953.15,14570.1,14345.62,14107.19,14678.24,14557.39,14555.9,15238.59,15739.38,15659.81,15345.22,14269.39,13839.09,13197.39,12371.83,12227.83,11938.23,12391.71,12511.19,12909.48,11515.18,11968.85,12830.4,13302.59,13047.76,12469.67,12692.6,12410.26,12939.58,12726.41,11739.11,11944.21,12122.12,10848.82,9830.74,11429.41,12400.77,13413.01,14374.37,14920.45,14239.04,13825.36,14179.19,14735.09,14721.86,14025.36,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36687.05,36565.83,37654.27,39026.65,40472.66,42118.36,42491.45,39667.19,40043.19,36798.7,31301,29516,29303.72,29408.06,29729.22,29290.78,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,377.51,382.97,384.82,389.8,400.89,421.17,433.28,449.54,478.44,506.93,541.61,583.31,628.08,669.91,699.62,724.48,765.19,804.2,846.73,896.7,955.45,1018.12,1079.06,1145.14,1198.42,1250.8,1317.89,1385.89,1443.49,1505.81,1579.19,1667.17,1752.53,1852.96,1964.48,2082.24
Vanuatu,,,,,,,,,,,,,,,,,,,,2400.68,2070.93,2104.3,2274.7,2530.7,2711.3,2676.16,2612.11,2479.03,2380.01,2357.63,2565.72,2573.52,2564.45,2509.72,2663.88,2626.36,2631.74,2710.55,2778.44,2737.33,2841.33,2680.66,2481.98,2522.99,2557.1,2626.37,2781.09,2856.97,2970.39,2994.92,2966.86,2923.42,2893.1,2868.04,2853.48,2781.79,2803.9,2854,2862.02,2874.59
World,3746.06,3856.39,3999.22,4127.27,4315.85,4461.24,4619.75,4732.41,4933.17,5128.16,5204.43,5318.4,5510.96,5756.23,5758.91,5687.47,5882.21,6008.51,6135.19,6277.66,6287.17,6296.89,6212.28,6250.68,6419.94,6543.75,6648.45,6774.26,6963.88,7096.59,7178.94,7162.1,7176.07,7173.76,7278.24,7386.63,7527.55,7694.3,7782.64,7928.28,8167.84,8221.29,8294.77,8434.21,8696.87,8926.04,9202.54,9483.25,9540.78,9267.69,9551.34,9737.34,9865.63,10009.86,10174.84,10346.93,10493.15,10713.1,10918.53,11069.79
Samoa,,,,,,,,,,,,,,,,,,,,,,,2275.05,2270.72,2287.01,2365.63,2487.23,2492.71,2450.5,2532.5,2407.7,2335.19,2309.5,2380.75,2298.57,2432.36,2590.05,2593.04,2638.13,2683.83,2855.62,3037.46,3151.17,3273.48,3403.67,3522.71,3569.25,3770.53,3783.29,3576.15,3566.36,3685.08,3504.14,3459.66,3435.28,3558.12,3824.5,3847.18,3748.84,3860.01
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851.06,2348.77,2330.72,2468.43,2531.19,2682.08,2780.43,2959.15,3120.58,3206.92,3286.56,3401.01,3465.42,3562.91,3617.09,3816.96,3996.12,4133.72,4276.92,4462.38
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.41,1013.2,1041.17,1028.84,1047.04,1060.72,1070,1090.28,1122.42,1132.39,1168.69,1178.66,1190.15,1199.55,1211.77,1243.43,1246.87,1252.48,1262.02,1274.47,1334.78,1133.13,1128.69,1151.42,1119.15,785.34,694.15,643.16,632.91,
South Africa,4624.08,4685.49,4852.78,5081.23,5347.34,5531.73,5631.01,5882.85,5970.58,6091.03,6244.08,6340.19,6274.51,6388.08,6601.93,6542.61,6523.66,6359.02,6391.87,6470.05,6722.2,6895.11,6682.47,6380.61,6527.41,6283.11,6130.94,6113.4,6224.41,6226.39,6059.8,5852.04,5585.76,5517.53,5563.5,5615.3,5745.11,5792.13,5728.5,5779.16,5937.63,6017.18,6161.47,6266.02,6472.11,6729.83,7017.71,7299.02,7432.12,7216.68,7328.62,7454.72,7500.04,7563.99,7582.7,7556.79,7476.62,7476.39,7433.62,7345.96
Zambia,1495.71,1471.25,1392.22,1395.22,1519.02,1718.68,1573.8,1646.6,1615.68,1558.18,1580.83,1528.21,1614.03,1545.43,1589.99,1502.18,1542.72,1423.65,1384.23,1297.78,1292.46,1326.06,1245.46,1180.27,1137.74,1119.12,1091.92,1086.79,1120.77,1077.82,1043.72,1016.8,975,1016.6,906.58,909.58,941,950.64,921.17,937.95,948.74,973.36,991.31,1033.31,1077.84,1126.03,1183.36,1248.42,1309.28,1390.33,1489.46,1525.56,1591.32,1620.12,1644.11,1641.01,1652.6,1660.76,1678.17,1658.14
Zimbabwe,994.7,1022.77,1002.98,1030.03,984.67,998.75,980.59,1027.85,1013.73,1101.94,1305.15,1372.82,1435.56,1421.88,1464.42,1388.49,1350.18,1218.16,1148.1,1147.79,1269.25,1378.55,1364.61,1336.45,1263.88,1303.65,1284.33,1254.52,1305.16,1331.82,1386.85,1429.51,1274.44,1265.52,1361.65,1345.99,1468.65,1493.52,1524.34,1502.2,1449.04,1464.67,1331.01,1102.23,1034.96,971.27,931.57,890.18,725.58,803.22,948.33,1066.43,1223.2,1225.56,1232.86,1234.1,1224.31,1263.32,1305.78,1183.1
